iata_code,airport_name,latitude,longitude,elevation_ft,city,station_id,station_name,mindate,maxdate,distance
OGD,Ogden Hinckley Airport,41.196,-112.012,4473,Ogden,WBAN:24126,"OGDEN HINKLEY AIRPORT, UT US",1/1/1948,3/23/2020,0.053
OGG,Kahului Airport,20.899,-156.43,54,Kahului,WBAN:22516,"KAHULUI AIRPORT, HI US",4/1/1945,3/23/2020,0.165
OGS,Ogdensburg International Airport,44.682,-75.465,297,Ogdensburg,WBAN:94725,"MASSENA INTERNATIONAL AIRPORT, NY US",2/1/1949,3/23/2020,57
OKC,Will Rogers World Airport,35.393,-97.601,1295,Oklahoma City,WBAN:13967,"OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US",12/14/1941,3/23/2020,0.456
OMA,Eppley Airfield,41.303,-95.894,984,Omaha,WBAN:14942,"OMAHA EPPLEY AIRFIELD, NE US",1/1/1948,3/23/2020,0.907
OME,Nome Airport,64.512,-165.445,37,Nome,WBAN:26617,"NOME AIRPORT, AK US",1/1/1940,3/23/2020,0.26
ONT,Ontario International Airport,34.056,-117.601,944,Ontario,WBAN:03102,"ONTARIO INTERNATIONAL AIRPORT, CA US",1/1/1968,3/23/2020,0.068
ORD,Chicago O'Hare International Airport,41.979,-87.905,672,Chicago,WBAN:94846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/1/1946,3/23/2020,3.039
ORF,Norfolk International Airport,36.895,-76.201,26,Norfolk,WBAN:13737,"NORFOLK INTERNATIONAL AIRPORT, VA US",1/1/1948,3/23/2020,1.21
ORH,Worcester Regional Airport,42.267,-71.876,1009,Worcester,WBAN:94746,"WORCESTER, MA US",1/1/1949,3/23/2020,0.466
OTH,Southwest Oregon Regional Airport,43.417,-124.246,17,North Bend,WBAN:24284,"NORTH BEND SOUTHWEST OREGON REGIONAL AIRPORT, OR US",5/1/1949,3/23/2020,0.451
OTZ,Ralph Wien Memorial Airport,66.885,-162.599,14,Kotzebue,WBAN:26616,"KOTZEBUE AIRPORT, AK",1/1/1945,3/23/2020,0
OWB,Owensboro Daviess County Airport,37.74,-87.167,407,Owensboro,WBAN:53803,"OWENSBORO DAVIESS CO REGIONAL AIRPORT, KY US",6/2/2005,3/23/2020,1.11
OXR,Oxnard Airport,34.201,-119.207,45,Oxnard,WBAN:93110,"OXNARD VENTURA CO AIRPORT, CA US",4/1/1944,3/23/2020,0.02
PAE,Snohomish County (Paine Field) Airport,47.906,-122.282,606,Everett,WBAN:24222,"EVERETT SNOHOMISH CO AIRPORT, WA US",1/1/2005,3/23/2020,0.236
PAH,Barkley Regional Airport,37.061,-88.774,410,Paducah,WBAN:03816,"PADUCAH BARKLEY REGIONAL AIRPORT, KY US",9/1/1949,3/23/2020,0.523
PBG,Plattsburgh International Airport,44.651,-73.468,234,Plattsburgh,WBAN:64776,"PLATTSBURGH INTERNATIONAL AIRPORT, NY US",6/18/2007,3/23/2020,0.153
PBI,Palm Beach International Airport,26.683,-80.096,19,West Palm Beach,WBAN:12844,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",2/6/1943,3/23/2020,0.387
PDX,Portland International Airport,45.589,-122.598,31,Portland,WBAN:24229,"PORTLAND INTERNATIONAL AIRPORT, OR US",5/1/1936,3/23/2020,1.161
PGD,Charlotte County Airport,26.92,-81.991,26,Punta Gorda,WBAN:12812,"PUNTA GORDA CHARLOTTE CO AIRPORT, FL US",1/1/2005,3/23/2020,0.31
PGV,Pitt Greenville Airport,35.635,-77.385,26,Greenville,WBAN:13783,"GREENVILLE PITT GREENVILLE AIRPORT, NC US",1/1/2005,3/23/2020,0.239
PHF,Newport News Williamsburg International Airport,37.132,-76.493,42,Newport News,WBAN:93741,"NEWPORT NEWS INTERNATIONAL AIRPORT, VA US",1/1/2000,3/23/2020,0.009
PHL,Philadelphia International Airport,39.872,-75.241,36,Philadelphia,WBAN:13739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",1/1/1941,3/23/2020,1.225
PHX,Phoenix Sky Harbor International Airport,33.434,-112.012,1135,Phoenix,WBAN:23183,"PHOENIX AIRPORT, AZ US",1/1/1948,3/23/2020,1.034
PIA,General Wayne A. Downing Peoria International Airport,40.664,-89.693,660,Peoria,WBAN:14842,"PEORIA INTERNATIONAL AIRPORT, IL US",1/1/1948,3/23/2020,0.862
PIB,Hattiesburg Laurel Regional Airport,31.467,-89.337,298,Hattiesburg/Laurel,WBAN:53808,"LAUREL HATTIESBURG PINE BELT REGIONAL AIRPORT, MS US",1/1/2005,3/23/2020,0.351
PIE,St Petersburg Clearwater International Airport,27.91,-82.687,11,St Petersburg-Clearwater,WBAN:12873,"ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US",1/1/2005,3/23/2020,0.079
PIH,Pocatello Regional Airport,42.91,-112.596,4452,Pocatello,WBAN:24156,"POCATELLO REGIONAL AIRPORT, ID US",1/1/1943,3/23/2020,2.328
PIR,Pierre Regional Airport,44.383,-100.286,1744,Pierre,WBAN:24025,"PIERRE REGIONAL AIRPORT, SD US",3/1/1944,3/23/2020,0.193
PIT,Pittsburgh International Airport,40.492,-80.233,1203,Pittsburgh,WBAN:94823,"PITTSBURGH ASOS, PA US",2/1/1945,3/23/2020,1.778
PLN,Pellston Regional Airport of Emmet County Airport,45.571,-84.797,721,Pellston,WBAN:14841,"PELLSTON REGIONAL AIRPORT, MI US",1/1/1948,3/23/2020,0.807
PMD,Palmdale Regional/USAF Plant 42 Airport,34.629,-118.085,2543,Palmdale,WBAN:23182,"PALMDALE AIRPORT, CA US",11/1/1948,3/23/2020,0.136
PNS,Pensacola International Airport,30.473,-87.187,121,Pensacola,WBAN:13899,"PENSACOLA REGIONAL AIRPORT, FL US",12/31/1948,3/23/2020,0.561
PPG,Pago Pago International Airport,-14.33, -170.71,3,American Samoa,WBAN:61705,"PAGO PAGO WEATHER SERVICE OFFICE AIRPORT, US",8/1/1945,3/29/2020,0
PQI,Presque Isle International Airport,46.689,-68.045,534,Presque Isle,WBAN:14604,"PRESQUE ISLE MUNICIPAL AIRPORT, ME US",11/1/1941,3/23/2020,0.737
PRC,Prescott Regional Airport - Ernest A. Love Field,34.654,-112.42,5045,Prescott,WBAN:23184,"PRESCOTT LOVE FIELD, AZ US",1/1/1948,3/23/2020,0.269
PSC,Tri Cities Airport,46.265,-119.119,410,Pasco,WBAN:24163,"PASCO TRI CITIES AIRPORT, WA US",4/1/1945,3/23/2020,0.258
PSG,Petersburg James A Johnson Airport,56.802,-132.945,111,Petersburg,WBAN:25329,"PETERSBURG 1, AK US",7/1/1948,3/23/2020,0.616
PSM,Portsmouth International at Pease Airport,43.078,-70.823,100,Portsmouth,WBAN:04743,"PORTSMOUTH PEASE AFB, NH US",4/25/2005,3/23/2020,0.785
PSP,Palm Springs International Airport,33.83,-116.507,477,Palm Springs,WBAN:93138,"PALM SPRINGS ASOS, CA US",1/1/2005,3/23/2020,0.373
PUB,Pueblo Memorial Airport,38.289,-104.497,4726,Pueblo,WBAN:93058,"PUEBLO MEMORIAL AIRPORT, CO US",10/1/1942,3/23/2020,0.167
PUW,Pullman Moscow Regional Airport,46.744,-117.11,2556,Pullman/Moscow,WBAN:94129,"PULLMAN MOSCOW REGIONAL AIRPORT, WA US",1/1/2005,3/23/2020,0.107
PVD,Theodore Francis Green State Airport,41.733,-71.42,55,Providence,WBAN:14765,"PROVIDENCE, RI US",8/1/1942,3/23/2020,1.563
PVU,Provo Municipal Airport,40.219,-111.723,4497,Provo,WBAN:24174,"PROVO AIRPORT, UT US",1/1/2005,3/23/2020,0.031
PWM,Portland International Jetport,43.646,-70.309,76,Portland,WBAN:14764,"PORTLAND JETPORT, ME US",1/1/1948,3/23/2020,0.558
RAP,Rapid City Regional Airport,44.045,-103.057,3204,Rapid City,WBAN:24090,"RAPID CITY REGIONAL AIRPORT, SD US",11/1/1950,3/23/2020,0.226
RCA,Ellsworth Air Force Base,44.145,-103.104,3276,Rapid City,WBAN:24006,"ELLSWORTH AFB, SD US",2/1/1939,3/23/2020,0.641
RDD,Redding Municipal Airport,40.509,-122.293,505,Redding,WBAN:24257,"REDDING MUNICIPAL AIRPORT, CA US",9/1/1944,3/23/2020,0.782
RDM,Roberts Field,44.254,-121.15,3080,Redmond,WBAN:24230,"REDMOND AIRPORT, OR US",1/1/1942,3/23/2020,0.704
RDU,Raleigh Durham International Airport,35.878,-78.787,435,Raleigh/Durham,WBAN:13722,"RALEIGH AIRPORT, NC US",11/1/1945,3/23/2020,1.652
RFD,Chicago Rockford International Airport,42.195,-89.097,742,Chicago/Rockford,WBAN:94822,"ROCKFORD GREATER ROCKFORD AIRPORT, IL US",3/1/1951,3/23/2020,0.418
RHI,Rhinelander Oneida County Airport,45.631,-89.467,1624,Rhinelander,WBAN:04803,"RHINELANDER ONEIDA CO AIRPORT, WI US",1/1/2005,3/23/2020,1.194
RIC,Richmond International Airport,37.505,-77.32,167,Richmond,WBAN:13740,"RICHMOND INTERNATIONAL AIRPORT, VA US",9/24/1942,3/23/2020,0.784
RIW,Riverton Regional Airport,43.064,-108.46,5525,Riverton,WBAN:24061,"RIVERTON REGIONAL AIRPORT, WY US",1/1/1973,3/23/2020,0.092
RKS,Southwest Wyoming Regional Airport,41.594,-109.065,6764,Rock Springs,WBAN:24027,"ROCK SPRINGS AIRPORT, WY US",1/1/1948,3/23/2020,1.007
RNO,Reno Tahoe International Airport,39.499,-119.768,4415,Reno,WBAN:23185,"RENO AIRPORT, NV US",1/5/1943,3/23/2020,1.709
ROA,Roanokeâ€“Blacksburg Regional Airport,37.326,-79.975,1175,Roanoke,WBAN:13741,"ROANOKE INTERNATIONAL AIRPORT, VA US",1/1/1948,3/23/2020,1.013
ROC,Greater Rochester International Airport,43.119,-77.672,559,Rochester,WBAN:14768,"ROCHESTER GREATER INTERNATIONAL, NY US",1/1/1948,3/23/2020,0.46
ROW,Roswell International Air Center Airport,33.302,-104.531,3671,Roswell,WBAN:23009,"ROSWELL INDUSTRIAL AIR PARK, NM US",7/13/1942,3/23/2020,2.2
RST,Rochester International Airport,43.908,-92.5,1317,Rochester,WBAN:14925,"ROCHESTER INTERNATIONAL AIRPORT, MN US",1/1/1948,3/23/2020,0.802
RSW,Southwest Florida International Airport,26.536,-81.755,30,Fort Myers,WBAN:12894,"FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US",1/1/2005,3/23/2020,0.012
SAF,Santa Fe Municipal Airport,35.617,-106.089,6348,Santa Fe,WBAN:23049,"SANTA FE CO MUNICIPAL AIRPORT, NM US",8/1/1946,3/23/2020,0.012
SAN,San Diego International Airport,32.734,-117.19,17,San Diego,WBAN:23188,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",1/1/1942,3/23/2020,0.648
SAT,San Antonio International Airport,29.534,-98.47,809,San Antonio,WBAN:12921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/14/1946,3/23/2020,1.766
SAV,Savannah Hilton Head International Airport,32.128,-81.202,50,Savannah,WBAN:03822,"SAVANNAH INTERNATIONAL AIRPORT, GA US",1/1/1948,3/23/2020,0.371
SBA,Santa Barbara Municipal Airport,34.426,-119.84,13,Santa Barbara,WBAN:23190,"SANTA BARBARA MUNICIPAL AIRPORT, CA US",11/1/1948,3/23/2020,0.231
SBN,South Bend Regional Airport,41.709,-86.317,799,South Bend,WBAN:14848,"SOUTH BEND AIRPORT, IN US",1/1/1948,3/23/2020,0.208
SBP,San Luis County Regional Airport,35.237,-120.642,212,San Luis Obispo,WBAN:93206,"SAN LUIS OBISPO MCCHESNEY FIELD, CA US",1/1/2005,3/23/2020,0.061
SBY,Salisbury Ocean City Wicomico Regional Airport,38.34,-75.51,52,Salisbury,WBAN:93720,"SALISBURY WICOMICO REGIONAL AIRPORT, MD US",1/1/1949,3/23/2020,0.299
SCC,Deadhorse Airport,70.195,-148.465,65,Deadhorse,WBAN:27406,"DEADHORSE, AK US",1/1/1973,3/23/2020,0
SCE,University Park Airport,40.849,-77.849,1239,State College,WBAN:54739,"UNIVERSITY PARK, PA US",1/1/2005,3/23/2020,0.139
SCK,Stockton Metropolitan Airport,37.894,-121.238,33,Stockton,WBAN:23237,"STOCKTON METROPOLITAN AIRPORT, CA US",1/3/1941,3/23/2020,1.203
SDF,Louisville Muhammad Ali International Airport,38.174,-85.736,501,Louisville,WBAN:93821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1/1/1948,3/23/2020,0.834
SEA,Seattle Tacoma International Airport,47.449,-122.309,433,Seattle,WBAN:24233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",1/1/1948,3/23/2020,0.627
SFB,Orlando Sanford International Airport,28.778,-81.238,55,Orlando,WBAN:12854,"ORLANDO SANFORD AIRPORT, FL US",4/1/1945,3/23/2020,0.58
SFO,San Francisco International Airport,37.619,-122.375,13,San Francisco,WBAN:23234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",1/1/1948,3/23/2020,0.913
SGF,Springfield Branson National Airport,37.246,-93.389,1268,Springfield,WBAN:13995,"SPRINGFIELD WEATHER SERVICE OFFICE AIRPORT, MO US",1/1/1948,3/23/2020,0.689
SGU,St George Municipal Airport,37.036,-113.51,2941,St George,WBAN:23186,"ST GEORGE MUNICIPAL AIRPORT, UT US",1/1/2005,3/23/2020,9.749
SHD,Shenandoah Valley Regional Airport,38.264,-78.896,1201,Staunton/Waynesboro/Harrisonburg,WBAN:93760,"STAUNTON, VA US",1/1/2005,3/23/2020,0.055
SHR,Sheridan County Airport,44.769,-106.98,4021,Sheridan,WBAN:24029,"SHERIDAN AIRPORT, WY US",1/1/1948,3/23/2020,0.888
SHV,Shreveport Regional Airport,32.447,-93.826,258,Shreveport,WBAN:13957,"SHREVEPORT REGIONAL AIRPORT, LA US",7/1/1948,3/23/2020,0.152
SIT,Sitka Rocky Gutierrez Airport,57.047,-135.362,21,Sitka,WBAN:25333,"SITKA AIRPORT, AK US",7/1/1948,3/23/2020,0.205
SJC,Norman Y. Mineta San Jose International Airport,37.363,-121.929,62,San Jose,WBAN:23293,"SAN JOSE, CA US",1/1/1951,3/23/2020,0.619
SJT,San Angelo Regional Mathis Field,31.358,-100.496,1919,San Angelo,WBAN:23034,"SAN ANGELO MATHIS FIELD, TX US",2/15/1948,3/23/2020,0.708
SJU,Luis Munoz Marin International Airport,18.432,-66.01,2,Puerto Rico,WBAN:11641,"SAN JUAN L M MARIN INTERNATIONAL AIRPORT, US",5/24/1955,3/30/2020,0
SKA,Fairchild Air Force Base,47.615,-117.656,2461,Spokane,WBAN:24114,"FAIRCHILD AFB, WA US",4/1/1940,3/23/2020,2.087
SLC,Salt Lake City International Airport,40.788,-111.978,4227,Salt Lake City,WBAN:24127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",11/1/1941,3/23/2020,1.317
SLE,Salem Municipal Airport/McNary Field,44.91,-123.003,214,Salem,WBAN:24232,"SALEM AIRPORT MCNARY FIELD, OR US",1/1/1948,3/23/2020,0.576
SLN,Salina Municipal Airport,38.791,-97.652,1288,Salina,WBAN:03919,"SALINA MUNICIPAL AIRPORT, KS US",1/1/1952,3/23/2020,1.014
SMF,Sacramento International Airport,38.695,-121.591,27,Sacramento,WBAN:93225,"SACRAMENTO METROPOLITAN AIRPORT, CA US",1/1/1973,3/23/2020,0.128
SMX,Santa Maria Pub/Capt G Allan Hancock Field,34.899,-120.457,261,Santa Maria,WBAN:23273,"SANTA MARIA PUBLIC AIRPORT, CA US",10/21/1954,3/23/2020,0.769
SNA,John Wayne Airport-Orange County Airport,33.676,-117.868,56,Santa Ana,WBAN:93184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",6/17/1940,3/23/2020,0.468
SOP,Moore County Airport,35.237,-79.391,455,Pinehurst/Southern Pines,WBAN:03720,"MOORE CO AIRPORT, NC US",1/1/2005,3/23/2020,0.026
SPI,Abraham Lincoln Capital Airport,39.844,-89.678,598,Springfield,WBAN:93822,"SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US",1/1/1948,3/23/2020,0.511
SPN,Saipan International Airport,15.116,145.71,65,Northern Mariana Islands,WBAN:41418,"SAIPAN INTERNATIONAL AIRPORT, US",1/1/2005,3/30/2020,0
SPS,Sheppard Air Force Base-Wichita Falls Municipal Airport,33.989,-98.492,1019,Wichita Falls,WBAN:13966,"WICHITA FALLS MUNICIPAL AIRPORT, TX US",4/13/1942,3/23/2020,1.156
SRQ,Sarasota Bradenton International Airport,27.395,-82.554,30,Sarasota/Bradenton,WBAN:12871,"SARASOTA BRADENTON AIRPORT, FL US",1/1/2005,3/23/2020,0.842
STC,St Cloud Regional Airport,45.547,-94.06,1031,St Cloud,WBAN:14926,"ST. CLOUD REGIONAL AIRPORT, MN US",1/1/1948,3/23/2020,0.794
STL,St Louis Lambert International Airport,38.749,-90.37,618,St Louis,WBAN:13994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",1/1/1945,3/23/2020,0.499
STS,Charles M. Schulz Sonoma County Airport,38.509,-122.813,128,Santa Rosa,WBAN:23213,"SANTA ROSA SONOMA CO AIRPORT, CA US",1/1/2000,3/23/2020,0.627
STT,Cyril E. King Airport,18.336,-64.98,6,U.S. Virgin Islands,WBAN:11640,"CHARLOTTE AMALIE CYRIL E KING AIRPORT, US",1/1/1953,3/30/2020,0
STX,Henry E Rohlsen Airport,17.699,-64.812,18,U.S. Virgin Islands,WBAN:11624,"CHRISTIANSTED HAMILTON FIELD AIRPORT, US",9/1/1941,3/30/2020,0
SUN,Friedman Memorial Airport,43.504,-114.296,5318,Hailey,WBAN:94161,"HAILEY FRIEDMAN MEMORIAL AIRPORT, ID US",6/17/2005,3/23/2020,0.55
SUX,Sioux Gateway Airport/Brigadier General Bud Day Field,42.403,-96.384,1098,Sioux City,WBAN:14943,"SIOUX CITY AIRPORT, IA US",10/1/1942,3/23/2020,0.907
SWF,New York Stewart International Airport,41.504,-74.105,491,Newburgh,WBAN:14714,"STEWART FIELD, NY US",8/2/1942,3/23/2020,0.61
SWO,Stillwater Regional Airport,36.161,-97.086,1000,Stillwater,WBAN:03965,"STILLWATER REGIONAL AIRPORT, OK US",1/1/2005,3/23/2020,0.343
SYR,Syracuse Hancock International Airport,43.111,-76.106,421,Syracuse,WBAN:14771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",10/1/1942,3/23/2020,0.179
TEX,Telluride Regional Airport,37.954,-107.908,9070,Telluride,WBAN:03011,"TELLURIDE REGIONAL AIRPORT, CO US",1/1/2005,3/23/2020,0.832
TLH,Tallahassee Regional Airport,30.396,-84.35,81,Tallahassee,WBAN:93805,"TALLAHASSEE REGIONAL AIRPORT, FL US",5/1/1942,3/23/2020,0.457
TOL,Toledo Express Airport,41.587,-83.808,683,Toledo,WBAN:94830,"TOLEDO EXPRESS AIRPORT, OH US",2/1/1955,3/23/2020,0.209
TPA,Tampa International Airport,27.976,-82.533,26,Tampa,WBAN:12842,"TAMPA INTERNATIONAL AIRPORT, FL US",8/1/1940,3/23/2020,1.716
TRI,Tri-Cities Regional TN/VA Airport,36.475,-82.407,1519,Bristol/Johnson/Kingsport,WBAN:13877,"BRISTOL AIRPORT, TN US",1/1/1948,3/23/2020,0.886
TTN,Trenton Mercer Airport,40.277,-74.813,213,Trenton,WBAN:14792,"TRENTON MERCER AIRPORT, NJ US",2/20/1945,3/23/2020,0.251
TUL,Tulsa International Airport,36.198,-95.888,677,Tulsa,WBAN:13968,"TULSA INTERNATIONAL AIRPORT, OK US",1/1/1947,3/23/2020,0.171
TUP,Tupelo Regional Airport,34.268,-88.77,346,Tupelo,WBAN:93862,"TUPELO REGIONAL AIRPORT, MS US",1/1/1973,3/23/2020,0.51
TUS,Tucson International Airport,32.116,-110.941,2643,Tucson,WBAN:23160,"TUCSON INTERNATIONAL AIRPORT, AZ US",6/1/1946,3/23/2020,2.162
TVC,Cherry Capital Airport,44.741,-85.582,624,Traverse City,WBAN:14850,"TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US",12/1/1948,3/23/2020,0.044
TWF,Joslin Field Magic Valley Regional Airport,42.482,-114.488,4154,Twin Falls,WBAN:94178,"TWIN FALLS SUN VALLEY REGIONAL AIRPORT, ID US",1/1/2005,3/23/2020,0.087
TXK,Texarkana Regional Webb Field,33.454,-93.991,390,Texarkana,WBAN:13977,"TEXARKANA WEBB FIELD, AR US",7/29/1946,3/23/2020,1.525
TYR,Tyler Pounds Regional Airport,32.354,-95.402,544,Tyler,WBAN:13972,"TYLER POUNDS FIELD, TX US",7/1/1948,3/23/2020,0.051
TYS,McGhee Tyson Airport,35.811,-83.994,981,Knoxville,WBAN:13891,"KNOXVILLE AIRPORT, TN US",1/1/1948,3/23/2020,1.082
UIN,Quincy Regional Baldwin Field,39.943,-91.195,768,Quincy,WBAN:93989,"QUINCY REGIONAL AIRPORT, IL US",12/1/1948,3/23/2020,0.727
USA,Concord-Padgett Regional Airport,35.388,-80.709,705,Concord,WBAN:63801,"CONCORD REGIONAL AIRPORT, NC US",1/1/2005,3/23/2020,0.235
UST,Northeast Florida Regional Airport,29.959,-81.34,10,St Augustine,WBAN:92814,"ST AUGUSTINE AIRPORT, FL US",1/1/2005,3/23/2020,0.033
UTM,Tunica Municipal Airport,34.681,-90.347,194,Tunica,WBAN:23903,"TUNICA MUNICIPAL AIRPORT, MS US",1/4/2005,3/23/2020,0.033
VCT,Victoria Regional Airport,28.853,-96.919,115,Victoria,WBAN:12912,"VICTORIA REGIONAL AIRPORT, TX US",4/11/1941,3/23/2020,0.809
VEL,Vernal Regional Airport,40.441,-109.51,5278,Vernal,WBAN:94030,"VERNAL MUNICIPAL AIRPORT, UT US",1/1/2005,3/23/2020,0.308
VIS,Visalia Municipal Airport,36.319,-119.393,295,Visalia,WBAN:93144,"VISALIA MUNICIPAL AIRPORT, CA US",1/1/2005,3/23/2020,0.68
VLD,Valdosta Regional Airport,30.782,-83.277,203,Valdosta,WBAN:93845,"VALDOSTA REGIONAL AIRPORT, GA US",1/1/1948,3/23/2020,0.064
VPS,Destin-Ft Walton Beach Airport,30.483,-86.525,87,Valparaiso,WBAN:13858,"VALPARAISO EGLIN AFB, FL US",9/10/1938,3/23/2020,0.801
WRG,Wrangell Airport,56.484,-132.37,49,Wrangell,WBAN:25338,"WRANGELL AIRPORT, AK US",2/24/2005,3/23/2020,1.611
WYS,Yellowstone Airport,44.688,-111.118,6649,West Yellowstone,WBAN:94163,"WEST YELLOWSTONE, MT US",6/7/2005,3/23/2020,0.53
XNA,Northwest Arkansas Regional Airport,36.282,-94.307,1287,Fayetteville/Springdale/Rogers,WBAN:53922,"FAYETTEVILLE SPRINGDALE NW AR REGL AIRPORT, AR US",1/1/2005,3/23/2020,0.646
XWA,Williston Basin International Airport,48.258,-103.749,2344,Williston,WBAN:94099,"WILLISTON AIRPORT, ND US",1/1/2020,3/23/2020,0.489
YAK,Yakutat Airport,59.503,-139.66,33,Yakutat,WBAN:25339,"YAKUTAT AIRPORT, AK US",5/1/1941,3/23/2020,1.186
YKM,Yakima Air Terminal McAllister Field,46.568,-120.544,1099,Yakima,WBAN:24243,"YAKIMA AIRPORT, WA US",1/1/1948,3/23/2020,0.098
YNG,Youngstown Warren Regional Airport,41.261,-80.679,1192,Youngstown/Warren,WBAN:14852,"YOUNGSTOWN WARREN REGIONAL AIRPORT, OH US",1/1/1948,3/23/2020,0.819
YUM,Yuma MCAS/Yuma International Airport,32.657,-114.606,213,Yuma,WBAN:03145,"YUMA MCAS, AZ US",1/27/1977,3/23/2020,1.267
